id,image_id,category_id,iscrowd,area,bbox_x,bbox_y,bbox_w,bbox_h,bbox_area,aspect_ratio,class_name
669,474,1,0,5768,239.0,143.0,103.0,56.0,5768.0,1.839,ChickenPox
670,475,1,0,1161,9.0,77.0,27.0,43.0,1161.0,0.628,ChickenPox
671,475,1,0,3795,69.0,27.0,55.0,69.0,3795.0,0.797,ChickenPox
672,475,1,0,1221,84.0,101.0,37.0,33.0,1221.0,1.121,ChickenPox
673,475,1,0,621,121.0,169.0,23.0,27.0,621.0,0.852,ChickenPox
674,475,1,0,1020,47.0,78.0,20.0,51.0,1020.0,0.392,ChickenPox
675,476,3,0,53128,85.0,265.0,458.0,116.0,53128.0,3.948,Hives
676,477,3,0,42781,474.0,205.0,239.0,179.0,42781.0,1.335,Hives
677,478,3,0,48618,167.0,59.0,333.0,146.0,48618.0,2.281,Hives
678,479,2,0,343440,0.0,0.0,720.0,477.0,343440.0,1.509,Eczema
679,480,1,0,31524,90.0,322.0,222.0,142.0,31524.0,1.563,ChickenPox
680,481,3,0,70059,113.0,133.0,363.0,193.0,70059.0,1.881,Hives
681,482,1,0,294993,142.0,0.0,657.0,449.0,294993.0,1.463,ChickenPox
682,483,2,0,118624,61.0,0.0,352.0,337.0,118624.0,1.045,Eczema
683,484,1,0,426400,0.0,0.0,800.0,533.0,426400.0,1.501,ChickenPox
684,485,1,0,41580,12.0,4.0,189.0,220.0,41580.0,0.859,ChickenPox
685,486,1,0,157976,0.0,0.0,434.0,364.0,157976.0,1.192,ChickenPox
686,487,1,0,125723,53.0,652.0,509.0,247.0,125723.0,2.061,ChickenPox
687,487,1,0,32226,166.0,205.0,246.0,131.0,32226.0,1.878,ChickenPox
688,488,1,0,989760,0.0,0.0,960.0,1031.0,989760.0,0.931,ChickenPox
689,489,3,0,43632,392.0,109.0,216.0,202.0,43632.0,1.069,Hives
690,490,4,0,5166,196.0,262.0,126.0,41.0,5166.0,3.073,Melanoma
691,491,1,0,46410,0.0,14.0,221.0,210.0,46410.0,1.052,ChickenPox
692,492,3,0,57996,73.0,181.0,358.0,162.0,57996.0,2.21,Hives
693,493,2,0,79513,335.0,95.0,259.0,307.0,79513.0,0.844,Eczema
694,494,1,0,14125,119.0,64.0,113.0,125.0,14125.0,0.904,ChickenPox
695,495,3,0,55778,184.0,258.0,334.0,167.0,55778.0,2.0,Hives
696,496,1,0,4888,67.0,15.0,104.0,47.0,4888.0,2.213,ChickenPox
697,496,1,0,1900,160.0,92.0,38.0,50.0,1900.0,0.76,ChickenPox
698,496,1,0,1845,154.0,169.0,41.0,45.0,1845.0,0.911,ChickenPox
699,496,1,0,6241,14.0,126.0,79.0,79.0,6241.0,1.0,ChickenPox
700,497,3,0,88810,81.0,31.0,535.0,166.0,88810.0,3.223,Hives
701,498,3,0,65246,112.0,142.0,323.0,202.0,65246.0,1.599,Hives
702,499,1,0,41976,378.0,528.0,264.0,159.0,41976.0,1.66,ChickenPox
703,500,4,0,117648,99.0,67.0,344.0,342.0,117648.0,1.006,Melanoma
704,501,3,0,75140,87.0,94.0,340.0,221.0,75140.0,1.538,Hives
705,502,2,0,21186,130.0,243.0,214.0,99.0,21186.0,2.162,Eczema
706,502,2,0,66456,115.0,389.0,213.0,312.0,66456.0,0.683,Eczema
707,503,1,0,45220,714.0,0.0,85.0,532.0,45220.0,0.16,ChickenPox
708,503,1,0,382161,0.0,0.0,717.0,533.0,382161.0,1.345,ChickenPox
709,504,1,0,1115883,382.0,0.0,1117.0,999.0,1115883.0,1.118,ChickenPox
710,505,2,0,103152,76.0,0.0,307.0,336.0,103152.0,0.914,Eczema
711,505,2,0,111734,130.0,397.0,347.0,322.0,111734.0,1.078,Eczema
712,506,3,0,57552,375.0,173.0,264.0,218.0,57552.0,1.211,Hives
713,506,3,0,87420,352.0,0.0,310.0,282.0,87420.0,1.099,Hives
714,506,3,0,76956,145.0,27.0,212.0,363.0,76956.0,0.584,Hives
715,507,3,0,111325,69.0,10.0,365.0,305.0,111325.0,1.197,Hives
716,508,4,0,41160,200.0,262.0,294.0,140.0,41160.0,2.1,Melanoma
717,509,4,0,5076,303.0,179.0,141.0,36.0,5076.0,3.917,Melanoma
718,510,3,0,419760,0.0,0.0,720.0,583.0,419760.0,1.235,Hives
719,511,3,0,52150,183.0,63.0,350.0,149.0,52150.0,2.349,Hives
720,512,3,0,55800,5.0,0.0,186.0,300.0,55800.0,0.62,Hives
721,513,3,0,216276,108.0,20.0,538.0,402.0,216276.0,1.338,Hives
722,514,1,0,754,84.0,96.0,26.0,29.0,754.0,0.897,ChickenPox
723,514,1,0,575,127.0,65.0,23.0,25.0,575.0,0.92,ChickenPox
724,514,1,0,437,134.0,98.0,19.0,23.0,437.0,0.826,ChickenPox
725,514,1,0,520,171.0,74.0,20.0,26.0,520.0,0.769,ChickenPox
726,514,1,0,540,141.0,123.0,18.0,30.0,540.0,0.6,ChickenPox
727,514,1,0,1184,94.0,122.0,37.0,32.0,1184.0,1.156,ChickenPox
728,514,1,0,945,79.0,57.0,27.0,35.0,945.0,0.771,ChickenPox
729,515,2,0,21492,42.0,22.0,108.0,199.0,21492.0,0.543,Eczema
730,515,2,0,17928,161.0,36.0,108.0,166.0,17928.0,0.651,Eczema
731,516,3,0,60350,171.0,43.0,355.0,170.0,60350.0,2.088,Hives
732,517,3,0,32398,91.0,0.0,167.0,194.0,32398.0,0.861,Hives
733,518,1,0,153375,0.0,0.0,375.0,409.0,153375.0,0.917,ChickenPox
734,519,2,0,28060,168.0,263.0,244.0,115.0,28060.0,2.122,Eczema
735,520,3,0,15232,214.0,54.0,119.0,128.0,15232.0,0.93,Hives
736,521,3,0,640581,27.0,187.0,1073.0,597.0,640581.0,1.797,Hives
737,522,1,0,326988,0.0,0.0,586.0,558.0,326988.0,1.05,ChickenPox
738,523,1,0,41106,16.0,3.0,186.0,221.0,41106.0,0.842,ChickenPox
739,524,3,0,15589,114.0,255.0,119.0,131.0,15589.0,0.908,Hives
740,524,3,0,8648,194.0,107.0,92.0,94.0,8648.0,0.979,Hives
741,524,3,0,5025,33.0,58.0,75.0,67.0,5025.0,1.119,Hives
742,525,2,0,47073,25.0,0.0,213.0,221.0,47073.0,0.964,Eczema
743,526,4,0,98229,129.0,48.0,239.0,411.0,98229.0,0.582,Melanoma
744,527,2,0,34182,82.0,0.0,162.0,211.0,34182.0,0.768,Eczema
745,528,2,0,13860,120.0,54.0,132.0,105.0,13860.0,1.257,Eczema
746,529,3,0,105042,134.0,85.0,574.0,183.0,105042.0,3.137,Hives
747,530,3,0,69420,6.0,6.0,178.0,390.0,69420.0,0.456,Hives
748,531,2,0,38012,65.0,0.0,172.0,221.0,38012.0,0.778,Eczema
749,532,3,0,48184,92.0,179.0,317.0,152.0,48184.0,2.086,Hives
750,533,4,0,48664,181.0,147.0,158.0,308.0,48664.0,0.513,Melanoma
751,534,4,0,14000,146.0,264.0,200.0,70.0,14000.0,2.857,Melanoma
752,535,2,0,47200,15.0,4.0,236.0,200.0,47200.0,1.18,Eczema
753,536,4,0,213419,0.0,49.0,467.0,457.0,213419.0,1.022,Melanoma
754,537,3,0,87756,92.0,9.0,309.0,284.0,87756.0,1.088,Hives
755,538,1,0,50176,0.0,0.0,224.0,224.0,50176.0,1.0,ChickenPox
756,539,3,0,124620,71.0,389.0,402.0,310.0,124620.0,1.297,Hives
757,540,1,0,552216,141.0,320.0,1038.0,532.0,552216.0,1.951,ChickenPox
758,541,1,0,50176,0.0,0.0,224.0,224.0,50176.0,1.0,ChickenPox
759,542,1,0,842163,0.0,0.0,1011.0,833.0,842163.0,1.214,ChickenPox
760,543,4,0,47922,188.0,73.0,326.0,147.0,47922.0,2.218,Melanoma
761,544,4,0,93012,222.0,64.0,276.0,337.0,93012.0,0.819,Melanoma
762,545,1,0,59356,515.0,0.0,284.0,209.0,59356.0,1.359,ChickenPox
763,546,3,0,85952,53.0,266.0,632.0,136.0,85952.0,4.647,Hives
764,547,3,0,66052,197.0,23.0,337.0,196.0,66052.0,1.719,Hives
765,548,2,0,51660,34.0,11.0,246.0,210.0,51660.0,1.171,Eczema
766,549,2,0,37791,92.0,0.0,171.0,221.0,37791.0,0.774,Eczema
767,550,2,0,40434,0.0,38.0,293.0,138.0,40434.0,2.123,Eczema
768,551,2,0,42192,0.0,49.0,293.0,144.0,42192.0,2.035,Eczema
769,552,4,0,67311,126.0,158.0,243.0,277.0,67311.0,0.877,Melanoma
770,553,3,0,58637,57.0,16.0,191.0,307.0,58637.0,0.622,Hives
771,554,3,0,109996,121.0,6.0,514.0,214.0,109996.0,2.402,Hives
772,555,3,0,34385,5.0,6.0,115.0,299.0,34385.0,0.385,Hives
773,556,1,0,374,79.0,139.0,17.0,22.0,374.0,0.773,ChickenPox
774,556,1,0,255,94.0,103.0,15.0,17.0,255.0,0.882,ChickenPox
775,557,1,0,1920,56.0,85.0,30.0,64.0,1920.0,0.469,ChickenPox
776,557,1,0,1200,151.0,19.0,16.0,75.0,1200.0,0.213,ChickenPox
777,558,1,0,3850,24.0,6.0,77.0,50.0,3850.0,1.54,ChickenPox
778,558,1,0,3132,154.0,9.0,58.0,54.0,3132.0,1.074,ChickenPox
779,558,1,0,6946,60.0,91.0,151.0,46.0,6946.0,3.283,ChickenPox
780,558,1,0,10857,1.0,144.0,141.0,77.0,10857.0,1.831,ChickenPox
781,558,1,0,3172,4.0,58.0,52.0,61.0,3172.0,0.852,ChickenPox
782,559,4,0,22201,321.0,184.0,149.0,149.0,22201.0,1.0,Melanoma
783,559,4,0,9646,553.0,438.0,91.0,106.0,9646.0,0.858,Melanoma
784,559,4,0,9222,492.0,89.0,87.0,106.0,9222.0,0.821,Melanoma
785,560,4,0,12720,406.0,297.0,106.0,120.0,12720.0,0.883,Melanoma
786,561,1,0,23072,121.0,0.0,103.0,224.0,23072.0,0.46,ChickenPox
787,561,1,0,24192,16.0,0.0,108.0,224.0,24192.0,0.482,ChickenPox
788,562,1,0,105525,75.0,36.0,335.0,315.0,105525.0,1.063,ChickenPox
789,563,1,0,49729,0.0,0.0,223.0,223.0,49729.0,1.0,ChickenPox
790,564,1,0,1437601,0.0,0.0,1199.0,1199.0,1437601.0,1.0,ChickenPox
791,565,4,0,11176,206.0,188.0,88.0,127.0,11176.0,0.693,Melanoma
792,566,1,0,4810,35.0,158.0,74.0,65.0,4810.0,1.138,ChickenPox
793,566,1,0,6300,109.0,140.0,75.0,84.0,6300.0,0.893,ChickenPox
794,566,1,0,15229,14.0,0.0,97.0,157.0,15229.0,0.618,ChickenPox
795,566,1,0,14280,110.0,1.0,102.0,140.0,14280.0,0.729,ChickenPox
796,567,4,0,63700,214.0,140.0,260.0,245.0,63700.0,1.061,Melanoma
797,568,4,0,13944,263.0,137.0,166.0,84.0,13944.0,1.976,Melanoma
798,569,1,0,47824,420.0,290.0,196.0,244.0,47824.0,0.803,ChickenPox
799,570,4,0,19966,191.0,157.0,134.0,149.0,19966.0,0.899,Melanoma
800,571,4,0,32336,164.0,182.0,188.0,172.0,32336.0,1.093,Melanoma
801,572,2,0,23760,53.0,36.0,180.0,132.0,23760.0,1.364,Eczema
802,573,4,0,33485,191.0,182.0,181.0,185.0,33485.0,0.978,Melanoma
803,574,1,0,15367,0.0,71.0,121.0,127.0,15367.0,0.953,ChickenPox
804,575,4,0,15730,526.0,186.0,110.0,143.0,15730.0,0.769,Melanoma
805,576,1,0,72390,0.0,2.0,285.0,254.0,72390.0,1.122,ChickenPox
806,577,3,0,73153,47.0,121.0,383.0,191.0,73153.0,2.005,Hives
807,578,2,0,60358,0.0,6.0,293.0,206.0,60358.0,1.422,Eczema
808,579,4,0,188668,0.0,45.0,467.0,404.0,188668.0,1.156,Melanoma
809,580,4,0,1610,231.0,315.0,46.0,35.0,1610.0,1.314,Melanoma
810,581,4,0,76112,210.0,113.0,268.0,284.0,76112.0,0.944,Melanoma
811,582,2,0,30179,0.0,53.0,293.0,103.0,30179.0,2.845,Eczema
812,583,4,0,10769,201.0,131.0,121.0,89.0,10769.0,1.36,Melanoma
813,584,3,0,1454547,187.0,264.0,1559.0,933.0,1454547.0,1.671,Hives
814,585,4,0,91191,65.0,111.0,339.0,269.0,91191.0,1.26,Melanoma
815,586,1,0,129980,0.0,14.0,388.0,335.0,129980.0,1.158,ChickenPox
816,587,3,0,48042,171.0,25.0,153.0,314.0,48042.0,0.487,Hives
817,588,2,0,24822,71.0,31.0,197.0,126.0,24822.0,1.563,Eczema
818,589,2,0,17160,0.0,156.0,264.0,65.0,17160.0,4.062,Eczema
819,589,2,0,28875,0.0,52.0,231.0,125.0,28875.0,1.848,Eczema
820,590,4,0,64419,179.0,76.0,197.0,327.0,64419.0,0.602,Melanoma
821,591,3,0,54128,0.0,27.0,272.0,199.0,54128.0,1.367,Hives
822,591,3,0,8624,192.0,149.0,112.0,77.0,8624.0,1.455,Hives
823,592,1,0,50176,0.0,0.0,224.0,224.0,50176.0,1.0,ChickenPox
824,593,4,0,35800,164.0,132.0,200.0,179.0,35800.0,1.117,Melanoma
825,594,3,0,122070,53.0,21.0,626.0,195.0,122070.0,3.21,Hives
826,594,3,0,141372,3.0,268.0,693.0,204.0,141372.0,3.397,Hives
827,595,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
828,596,3,0,149464,66.0,109.0,476.0,314.0,149464.0,1.516,Hives
829,596,3,0,22680,0.0,82.0,140.0,162.0,22680.0,0.864,Hives
830,596,3,0,10286,185.0,0.0,139.0,74.0,10286.0,1.878,Hives
831,597,4,0,46816,134.0,191.0,266.0,176.0,46816.0,1.511,Melanoma
832,598,3,0,128940,9.0,3.0,614.0,210.0,128940.0,2.924,Hives
833,599,4,0,14803,190.0,71.0,113.0,131.0,14803.0,0.863,Melanoma
834,600,2,0,23837,68.0,9.0,121.0,197.0,23837.0,0.614,Eczema
835,601,2,0,30150,48.0,53.0,225.0,134.0,30150.0,1.679,Eczema
836,602,4,0,28891,241.0,105.0,167.0,173.0,28891.0,0.965,Melanoma
837,603,2,0,20276,18.0,0.0,148.0,137.0,20276.0,1.08,Eczema
838,603,2,0,7350,197.0,0.0,70.0,105.0,7350.0,0.667,Eczema
839,604,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
840,605,2,0,63648,5.0,0.0,288.0,221.0,63648.0,1.303,Eczema
841,606,4,0,42005,186.0,105.0,155.0,271.0,42005.0,0.572,Melanoma
842,607,4,0,93330,202.0,79.0,305.0,306.0,93330.0,0.997,Melanoma
843,608,2,0,162032,38.0,70.0,533.0,304.0,162032.0,1.753,Eczema
844,609,3,0,76328,112.0,14.0,232.0,329.0,76328.0,0.705,Hives
845,610,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
846,611,4,0,46690,88.0,243.0,203.0,230.0,46690.0,0.883,Melanoma
847,612,1,0,217092,0.0,0.0,474.0,458.0,217092.0,1.035,ChickenPox
848,613,4,0,174640,66.0,107.0,370.0,472.0,174640.0,0.784,Melanoma
849,614,4,0,82663,121.0,98.0,241.0,343.0,82663.0,0.703,Melanoma
850,615,1,0,13662,54.0,74.0,138.0,99.0,13662.0,1.394,ChickenPox
851,615,1,0,7676,58.0,1.0,76.0,101.0,7676.0,0.752,ChickenPox
852,615,1,0,5005,2.0,133.0,55.0,91.0,5005.0,0.604,ChickenPox
853,616,4,0,74560,103.0,258.0,466.0,160.0,74560.0,2.912,Melanoma
854,617,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
855,618,4,0,61539,123.0,46.0,219.0,281.0,61539.0,0.779,Melanoma
856,619,3,0,263410,834.0,174.0,371.0,710.0,263410.0,0.523,Hives
857,619,3,0,406421,207.0,161.0,547.0,743.0,406421.0,0.736,Hives
858,620,1,0,28036,38.0,24.0,163.0,172.0,28036.0,0.948,ChickenPox
859,621,1,0,29920,26.0,48.0,170.0,176.0,29920.0,0.966,ChickenPox
860,622,4,0,40198,349.0,99.0,202.0,199.0,40198.0,1.015,Melanoma
861,623,4,0,6254,198.0,257.0,106.0,59.0,6254.0,1.797,Melanoma
862,624,1,0,104598,0.0,0.0,351.0,298.0,104598.0,1.178,ChickenPox
863,625,1,0,130848,0.0,0.0,348.0,376.0,130848.0,0.926,ChickenPox
864,626,4,0,41925,177.0,193.0,195.0,215.0,41925.0,0.907,Melanoma
865,627,4,0,71442,146.0,129.0,243.0,294.0,71442.0,0.827,Melanoma
866,628,1,0,1634,141.0,94.0,43.0,38.0,1634.0,1.132,ChickenPox
867,628,1,0,3078,58.0,44.0,57.0,54.0,3078.0,1.056,ChickenPox
868,628,1,0,2397,11.0,164.0,47.0,51.0,2397.0,0.922,ChickenPox
869,629,1,0,189912,0.0,0.0,492.0,386.0,189912.0,1.275,ChickenPox
870,630,4,0,121360,117.0,42.0,296.0,410.0,121360.0,0.722,Melanoma
871,631,1,0,1026,79.0,98.0,27.0,38.0,1026.0,0.711,ChickenPox
872,631,1,0,1404,107.0,55.0,36.0,39.0,1404.0,0.923,ChickenPox
873,631,1,0,1050,34.0,144.0,25.0,42.0,1050.0,0.595,ChickenPox
874,631,1,0,2040,63.0,171.0,68.0,30.0,2040.0,2.267,ChickenPox
875,631,1,0,2691,117.0,114.0,39.0,69.0,2691.0,0.565,ChickenPox
876,632,1,0,16390,62.0,20.0,110.0,149.0,16390.0,0.738,ChickenPox
877,633,4,0,8344,268.0,159.0,149.0,56.0,8344.0,2.661,Melanoma
878,634,4,0,6077,422.0,173.0,103.0,59.0,6077.0,1.746,Melanoma
879,635,4,0,22082,292.0,92.0,181.0,122.0,22082.0,1.484,Melanoma
880,636,1,0,140248,31.0,0.0,376.0,373.0,140248.0,1.008,ChickenPox
881,637,1,0,119320,0.0,0.0,380.0,314.0,119320.0,1.21,ChickenPox
882,638,4,0,141036,134.0,103.0,438.0,322.0,141036.0,1.36,Melanoma
883,639,2,0,21060,22.0,9.0,162.0,130.0,21060.0,1.246,Eczema
884,639,2,0,21735,0.0,195.0,161.0,135.0,21735.0,1.193,Eczema
885,639,2,0,12154,82.0,356.0,103.0,118.0,12154.0,0.873,Eczema
886,640,3,0,159618,0.0,0.0,719.0,222.0,159618.0,3.239,Hives
887,640,3,0,9250,30.0,317.0,125.0,74.0,9250.0,1.689,Hives
888,640,3,0,79540,199.0,266.0,388.0,205.0,79540.0,1.893,Hives
889,641,2,0,56355,3.0,0.0,255.0,221.0,56355.0,1.154,Eczema
890,642,2,0,162792,0.0,377.0,476.0,342.0,162792.0,1.392,Eczema
891,642,2,0,145376,63.0,0.0,413.0,352.0,145376.0,1.173,Eczema
892,643,2,0,35621,43.0,42.0,199.0,179.0,35621.0,1.112,Eczema
893,644,4,0,47637,131.0,197.0,237.0,201.0,47637.0,1.179,Melanoma
894,645,4,0,94850,112.0,93.0,271.0,350.0,94850.0,0.774,Melanoma
895,646,4,0,44312,172.0,122.0,191.0,232.0,44312.0,0.823,Melanoma
896,647,4,0,82944,160.0,63.0,288.0,288.0,82944.0,1.0,Melanoma
897,648,3,0,481600,0.0,0.0,800.0,602.0,481600.0,1.329,Hives
898,649,4,0,80934,209.0,66.0,246.0,329.0,80934.0,0.748,Melanoma
899,650,1,0,34830,8.0,61.0,215.0,162.0,34830.0,1.327,ChickenPox
900,651,1,0,129108,0.0,0.0,406.0,318.0,129108.0,1.277,ChickenPox
901,652,1,0,137984,48.0,46.0,392.0,352.0,137984.0,1.114,ChickenPox
902,653,2,0,16264,97.0,50.0,152.0,107.0,16264.0,1.421,Eczema
903,654,4,0,18834,188.0,155.0,129.0,146.0,18834.0,0.884,Melanoma
904,655,1,0,480000,0.0,0.0,800.0,600.0,480000.0,1.333,ChickenPox
905,656,4,0,36018,166.0,158.0,207.0,174.0,36018.0,1.19,Melanoma
906,657,4,0,185850,92.0,61.0,590.0,315.0,185850.0,1.873,Melanoma
907,658,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
908,659,4,0,12198,267.0,312.0,214.0,57.0,12198.0,3.754,Melanoma
909,660,1,0,81656,21.0,39.0,346.0,236.0,81656.0,1.466,ChickenPox
910,661,2,0,324264,32.0,1.0,687.0,472.0,324264.0,1.456,Eczema
911,662,4,0,45458,152.0,129.0,191.0,238.0,45458.0,0.803,Melanoma
912,663,4,0,13013,277.0,129.0,143.0,91.0,13013.0,1.571,Melanoma
913,664,1,0,152352,24.0,0.0,414.0,368.0,152352.0,1.125,ChickenPox
914,665,2,0,301980,0.0,0.0,420.0,719.0,301980.0,0.584,Eczema
915,666,2,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Eczema
916,667,1,0,8162,343.0,157.0,106.0,77.0,8162.0,1.377,ChickenPox
917,668,2,0,345600,0.0,0.0,720.0,480.0,345600.0,1.5,Eczema
918,669,2,0,37926,69.0,446.0,258.0,147.0,37926.0,1.755,Eczema
919,669,2,0,110374,56.0,0.0,319.0,346.0,110374.0,0.922,Eczema
920,670,2,0,16695,110.0,6.0,105.0,159.0,16695.0,0.66,Eczema
921,671,4,0,83616,126.0,86.0,416.0,201.0,83616.0,2.07,Melanoma
922,672,1,0,42009,14.0,22.0,209.0,201.0,42009.0,1.04,ChickenPox
923,673,1,0,69576,0.0,188.0,446.0,156.0,69576.0,2.859,ChickenPox
924,674,2,0,153340,25.0,379.0,451.0,340.0,153340.0,1.326,Eczema
925,674,2,0,61760,239.0,24.0,193.0,320.0,61760.0,0.603,Eczema
926,675,4,0,47104,177.0,120.0,184.0,256.0,47104.0,0.719,Melanoma
927,676,4,0,88430,152.0,26.0,239.0,370.0,88430.0,0.646,Melanoma
928,677,1,0,422669,7.0,0.0,793.0,533.0,422669.0,1.488,ChickenPox
929,678,4,0,58254,151.0,73.0,266.0,219.0,58254.0,1.215,Melanoma
930,679,2,0,46434,157.0,402.0,218.0,213.0,46434.0,1.023,Eczema
931,680,1,0,180180,270.0,0.0,315.0,572.0,180180.0,0.551,ChickenPox
932,681,4,0,147028,154.0,53.0,413.0,356.0,147028.0,1.16,Melanoma
933,682,4,0,29032,169.0,111.0,191.0,152.0,29032.0,1.257,Melanoma
934,683,2,0,15980,215.0,258.0,188.0,85.0,15980.0,2.212,Eczema
935,684,4,0,19944,223.0,224.0,277.0,72.0,19944.0,3.847,Melanoma
936,685,4,0,81892,155.0,75.0,236.0,347.0,81892.0,0.68,Melanoma
937,686,1,0,28512,28.0,47.0,162.0,176.0,28512.0,0.92,ChickenPox
938,687,1,0,81120,201.0,481.0,338.0,240.0,81120.0,1.408,ChickenPox
939,687,1,0,387904,94.0,195.0,551.0,704.0,387904.0,0.783,ChickenPox
940,688,1,0,207760,0.0,0.0,490.0,424.0,207760.0,1.156,ChickenPox
941,689,4,0,84924,117.0,107.0,252.0,337.0,84924.0,0.748,Melanoma
942,690,4,0,24428,188.0,70.0,124.0,197.0,24428.0,0.629,Melanoma
943,691,2,0,230153,0.0,0.0,671.0,343.0,230153.0,1.956,Eczema
944,692,4,0,42042,150.0,134.0,182.0,231.0,42042.0,0.788,Melanoma
945,693,1,0,222433,0.0,0.0,509.0,437.0,222433.0,1.165,ChickenPox
946,694,4,0,15960,196.0,196.0,120.0,133.0,15960.0,0.902,Melanoma
947,695,3,0,179329,160.0,91.0,461.0,389.0,179329.0,1.185,Hives
948,696,2,0,136704,102.0,147.0,512.0,267.0,136704.0,1.918,Eczema
949,697,1,0,13248,354.0,136.0,138.0,96.0,13248.0,1.438,ChickenPox
950,698,2,0,92536,106.0,385.0,344.0,269.0,92536.0,1.279,Eczema
951,698,2,0,85449,123.0,72.0,313.0,273.0,85449.0,1.147,Eczema
952,699,2,0,65268,0.0,0.0,294.0,222.0,65268.0,1.324,Eczema
953,700,2,0,141040,58.0,24.0,328.0,430.0,141040.0,0.763,Eczema
954,700,2,0,132480,378.0,2.0,288.0,460.0,132480.0,0.626,Eczema
955,701,4,0,313492,96.0,247.0,724.0,433.0,313492.0,1.672,Melanoma
956,702,1,0,47276,11.0,0.0,212.0,223.0,47276.0,0.951,ChickenPox
957,703,1,0,161702,452.0,67.0,347.0,466.0,161702.0,0.745,ChickenPox
958,704,2,0,338649,0.0,0.0,719.0,471.0,338649.0,1.527,Eczema
959,705,2,0,60060,264.0,347.0,455.0,132.0,60060.0,3.447,Eczema
960,705,2,0,149552,0.0,131.0,719.0,208.0,149552.0,3.457,Eczema
961,706,4,0,185318,25.0,47.0,427.0,434.0,185318.0,0.984,Melanoma
962,707,2,0,54014,133.0,384.0,226.0,239.0,54014.0,0.946,Eczema
963,707,2,0,71415,150.0,0.0,207.0,345.0,71415.0,0.6,Eczema
964,708,4,0,50076,130.0,137.0,234.0,214.0,50076.0,1.093,Melanoma
965,709,1,0,114648,66.0,59.0,408.0,281.0,114648.0,1.452,ChickenPox
966,710,3,0,30498,4.0,0.0,138.0,221.0,30498.0,0.624,Hives
967,710,3,0,31382,151.0,0.0,142.0,221.0,31382.0,0.643,Hives
968,711,4,0,48160,182.0,129.0,172.0,280.0,48160.0,0.614,Melanoma
969,712,2,0,321300,0.0,0.0,476.0,675.0,321300.0,0.705,Eczema
970,713,4,0,10660,200.0,179.0,82.0,130.0,10660.0,0.631,Melanoma
971,714,2,0,31040,133.0,21.0,160.0,194.0,31040.0,0.825,Eczema
972,715,4,0,238986,110.0,31.0,561.0,426.0,238986.0,1.317,Melanoma
973,716,1,0,112752,0.0,0.0,324.0,348.0,112752.0,0.931,ChickenPox
974,717,4,0,18207,193.0,158.0,119.0,153.0,18207.0,0.778,Melanoma
975,718,2,0,26316,234.0,269.0,258.0,102.0,26316.0,2.529,Eczema
976,718,2,0,25531,264.0,98.0,211.0,121.0,25531.0,1.744,Eczema
977,719,3,0,78861,179.0,386.0,291.0,271.0,78861.0,1.074,Hives
978,720,3,0,64753,0.0,0.0,293.0,221.0,64753.0,1.326,Hives
979,721,4,0,50128,188.0,196.0,208.0,241.0,50128.0,0.863,Melanoma
980,722,1,0,30305,0.0,46.0,209.0,145.0,30305.0,1.441,ChickenPox
981,723,1,0,25012,0.0,25.0,148.0,169.0,25012.0,0.876,ChickenPox
982,724,1,0,24087,357.0,119.0,217.0,111.0,24087.0,1.955,ChickenPox
983,725,1,0,81600,0.0,0.0,300.0,272.0,81600.0,1.103,ChickenPox
984,726,2,0,145396,7.0,393.0,446.0,326.0,145396.0,1.368,Eczema
985,726,2,0,90480,216.0,0.0,260.0,348.0,90480.0,0.747,Eczema
986,727,4,0,18500,181.0,189.0,125.0,148.0,18500.0,0.845,Melanoma
987,728,2,0,45486,180.0,101.0,399.0,114.0,45486.0,3.5,Eczema
988,729,4,0,57950,173.0,112.0,190.0,305.0,57950.0,0.623,Melanoma
989,730,2,0,118427,194.0,141.0,437.0,271.0,118427.0,1.613,Eczema
990,731,4,0,120879,98.0,0.0,297.0,407.0,120879.0,0.73,Melanoma
991,732,2,0,11899,242.0,431.0,73.0,163.0,11899.0,0.448,Eczema
992,732,2,0,12496,161.0,412.0,71.0,176.0,12496.0,0.403,Eczema
993,733,1,0,44278,0.0,220.0,169.0,262.0,44278.0,0.645,ChickenPox
994,734,4,0,18954,147.0,350.0,117.0,162.0,18954.0,0.722,Melanoma
995,735,1,0,179292,0.0,0.0,446.0,402.0,179292.0,1.109,ChickenPox
996,736,1,0,389090,70.0,0.0,730.0,533.0,389090.0,1.37,ChickenPox
997,737,4,0,20691,198.0,153.0,121.0,171.0,20691.0,0.708,Melanoma
998,738,1,0,41032,0.0,0.0,184.0,223.0,41032.0,0.825,ChickenPox
999,739,1,0,107604,47.0,0.0,366.0,294.0,107604.0,1.245,ChickenPox
1000,740,4,0,82940,154.0,54.0,260.0,319.0,82940.0,0.815,Melanoma
1001,741,4,0,93760,97.0,117.0,320.0,293.0,93760.0,1.092,Melanoma
